# Simulation 1 (Up to date)
# 523 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
46.49,490.592,-9.62,0.146,9.686,1.705,-48.316,0.039,48.316,179.953,5.668,1.699,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,7.024e5,0,38.454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.537,11.792,955.365,338.445,0.307,0.156
46.807,487.545,-9.638,-0.055,9.651,0.753,-50.072,0.039,50.073,179.955,5.43,0.751,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,7e5,0,37.248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.927,11.811,955.712,338.456,0.316,0.156
47.16,484.137,-9.653,-0.045,9.654,0.151,-52,0.039,52,179.957,5.481,0.145,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.004e5,0,37.181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.574,11.831,956.069,338.468,0.353,0.156
47.66,479.309,-9.659,-0.01,9.659,0.026,-54.737,0.039,54.737,179.959,5.469,0.024,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,7.009e5,0,37.307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.458,11.853,956.469,338.482,0.5,0.156
48.16,474.481,-9.656,0.005,9.656,0.057,-57.479,0.039,57.479,179.962,5.497,0.057,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,7.01e5,0,37.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.526,11.884,957.035,338.501,0.5,0.156
48.66,469.653,-9.653,0.006,9.653,0.189,-60.251,0.038,60.251,179.963,5.592,0.189,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,7.011e5,0,37.378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.685,11.916,957.601,338.52,0.5,0.156
49.16,464.83,-9.64,0.026,9.645,0.676,-62.962,0.038,62.962,179.965,5.254,0.676,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,7.008e5,0,37.534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.928,11.947,958.168,338.539,0.5,0.156
49.66,460.008,-9.649,-0.018,9.649,0.144,-65.571,0.038,65.571,179.967,5.182,0.143,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.013e5,0,37.284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.114,11.979,958.733,338.558,0.5,0.156
50.16,455.188,-9.631,0.036,9.638,0.803,-68.062,0.038,68.062,179.968,4.781,0.802,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,7.008e5,0,37.611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.396,12.01,959.299,338.577,0.5,0.156
50.66,450.369,-9.643,-0.025,9.644,0.267,-70.42,0.038,70.42,179.969,4.648,0.266,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.015e5,0,37.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.52,12.041,959.864,338.596,0.5,0.156
51.157,445.588,-9.603,0.082,9.622,1.27,-72.572,0.037,72.572,179.97,4.018,1.267,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,7.002e5,0,37.967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,3.411,12.073,960.429,338.615,0.497,0.156
51.431,442.953,-9.619,-0.061,9.627,0.543,-73.694,0.037,73.694,179.971,4.166,0.54,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.008e5,0,37.172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.552,12.104,960.99,338.634,0.274,0.156
51.931,438.139,-9.639,-0.039,9.639,0.153,-75.796,0.037,75.796,179.972,4.24,0.148,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.018e5,0,37.206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.314,12.121,961.299,338.644,0.5,0.156
52.431,433.326,-9.612,0.054,9.624,0.991,-78.04,0.037,78.04,179.973,4.735,0.989,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.029,7.01e5,0,37.742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.21,12.152,961.864,338.663,0.5,0.156
52.931,428.515,-9.631,-0.038,9.633,0.382,-80.455,0.037,80.455,179.974,4.925,0.38,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.019e5,0,37.231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.11,12.183,962.428,338.682,0.5,0.156
53.431,423.7,-9.632,-0.002,9.632,0.027,-82.921,0.037,82.921,179.975,4.938,0.027,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.021e5,0,37.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.952,12.215,962.992,338.701,0.5,0.156
53.931,418.887,-9.62,0.023,9.625,0.602,-85.315,0.037,85.315,179.975,4.637,0.602,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.019e5,0,37.506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.349,12.246,963.557,338.72,0.5,0.156
54.431,414.075,-9.627,-0.013,9.627,0.113,-87.619,0.036,87.619,179.976,4.581,0.112,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.024e5,0,37.299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.528,12.277,964.122,338.739,0.5,0.156
54.931,409.263,-9.621,0.012,9.623,0.381,-89.958,0.036,89.958,179.977,4.772,0.381,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.023e5,0,37.421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.957,12.309,964.686,338.758,0.5,0.156
55.431,404.451,-9.623,-0.003,9.623,0.046,-92.349,0.036,92.349,179.978,4.795,0.046,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.026e5,0,37.338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.819,12.34,965.25,338.777,0.5,0.156
55.931,399.642,-9.616,0.013,9.618,0.412,-94.798,0.036,94.798,179.978,5.001,0.412,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.025e5,0,37.432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.2,12.371,965.815,338.796,0.5,0.156
56.431,394.834,-9.616,7.486e-4,9.617,0.314,-97.26,0.036,97.26,179.979,4.844,0.314,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.027e5,0,37.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.693,12.402,966.379,338.815,0.5,0.156
56.931,390.026,-9.616,-2.315e-4,9.616,0.061,-99.674,0.036,99.674,179.98,4.813,0.061,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.029e5,0,37.348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.785,12.434,966.943,338.834,0.5,0.156
57.431,385.223,-9.596,0.039,9.605,0.826,-102.184,0.035,102.184,179.98,5.226,0.825,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.023e5,0,37.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.622,12.465,967.507,338.853,0.5,0.156
57.931,380.423,-9.603,-0.013,9.607,0.581,-104.869,0.035,104.869,179.981,5.517,0.581,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.028e5,0,37.364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.798,12.496,968.07,338.872,0.5,0.156
58.431,375.621,-9.606,-0.005,9.607,0.368,-107.673,0.035,107.673,179.981,5.7,0.368,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.031e5,0,37.354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.879,12.527,968.633,338.89,0.5,0.156
58.931,370.817,-9.607,-0.002,9.607,0.012,-110.522,0.035,110.522,179.982,5.695,0.011,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.033e5,0,37.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.69,12.558,969.196,338.909,0.5,0.156
59.431,366.016,-9.599,0.016,9.602,0.471,-113.311,0.035,113.311,179.982,5.459,0.471,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.032e5,0,37.452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.235,12.59,969.759,338.928,0.5,0.156
59.931,361.217,-9.598,0.003,9.6,0.435,-115.986,0.035,115.986,179.983,5.242,0.435,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.033e5,0,37.395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.034,12.621,970.322,338.947,0.5,0.156
60.431,356.417,-9.6,-0.005,9.6,0.072,-118.616,0.034,118.616,179.983,5.278,0.072,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.036e5,0,37.331,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.314,12.652,970.885,338.966,0.5,0.156
60.931,351.619,-9.594,0.012,9.596,0.389,-121.304,0.034,121.304,179.984,5.472,0.388,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.036e5,0,37.425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.659,12.683,971.448,338.985,0.5,0.156
61.403,347.091,-9.585,0.019,9.591,0.671,-123.812,0.034,123.812,179.984,5.155,0.671,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.035e5,0,37.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.817,12.714,972.011,339.004,0.472,0.157
61.903,342.302,-9.572,0.025,9.582,0.92,-126.275,0.034,126.275,179.985,4.696,0.92,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.031e5,0,37.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.259,12.744,972.542,339.022,0.5,0.157
62.323,338.283,-9.587,-0.035,9.588,0.273,-128.269,0.034,128.269,179.985,4.809,0.271,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.038e5,0,37.231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.962,12.775,973.104,339.041,0.42,0.157
62.823,333.49,-9.585,0.004,9.587,0.423,-130.621,0.034,130.621,179.985,4.598,0.423,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.04e5,0,37.399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.396,12.801,973.575,339.056,0.5,0.157
63.323,328.697,-9.586,-0.002,9.587,0.211,-132.946,0.033,132.946,179.986,4.703,0.211,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.042e5,0,37.349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.806,12.832,974.137,339.075,0.5,0.157
63.823,323.905,-9.583,0.007,9.584,0.301,-135.335,0.033,135.335,179.986,4.854,0.301,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.043e5,0,37.394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.999,12.863,974.699,339.094,0.5,0.157
64.323,319.114,-9.579,0.006,9.581,0.356,-137.806,0.033,137.806,179.986,5.032,0.356,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.043e5,0,37.398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.203,12.895,975.261,339.113,0.5,0.157
64.823,314.325,-9.578,0.004,9.579,0.333,-140.364,0.033,140.364,179.987,5.199,0.333,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.044e5,0,37.385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.359,12.926,975.823,339.132,0.5,0.157
65.265,310.094,-9.564,0.031,9.573,0.798,-142.584,0.033,142.584,179.987,4.846,0.797,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.043e5,0,37.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.422,12.957,976.385,339.151,0.442,0.157
65.765,305.309,-9.575,-0.022,9.576,0.23,-144.979,0.033,144.979,179.987,4.732,0.229,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.047e5,0,37.274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.623,12.984,976.881,339.167,0.5,0.157
66.265,300.522,-9.574,0.003,9.574,0.121,-147.36,0.032,147.36,179.987,4.792,0.121,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.048e5,0,37.364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.851,13.015,977.442,339.186,0.5,0.157
66.765,295.735,-9.572,0.004,9.572,0.054,-149.763,0.032,149.763,179.988,4.819,0.054,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.049e5,0,37.365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.847,13.047,978.004,339.205,0.5,0.157
67.265,290.951,-9.567,0.01,9.568,0.337,-152.214,0.032,152.214,179.988,4.988,0.337,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.049e5,0,37.411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.15,13.078,978.565,339.224,0.5,0.157
67.765,286.169,-9.559,0.016,9.563,0.579,-154.781,0.032,154.781,179.988,5.277,0.579,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.048e5,0,37.475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.554,13.109,979.126,339.243,0.5,0.157
68.19,282.108,-9.557,0.005,9.562,0.598,-156.97,0.032,156.97,179.988,5.023,0.598,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.051e5,0,37.439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.695,13.14,979.687,339.262,0.425,0.157
68.664,277.573,-9.561,-0.009,9.562,0.298,-159.386,0.032,159.386,179.989,5.165,0.298,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.053e5,0,37.333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.316,13.166,980.163,339.278,0.474,0.157
69.004,274.329,-9.541,0.06,9.566,1.098,-161.077,0.031,161.077,179.989,4.792,1.097,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.058e5,0,37.809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.102,13.196,980.695,339.296,0.34,0.157
69.504,269.556,-9.552,-0.022,9.556,0.586,-163.4,0.031,163.4,179.989,4.5,0.585,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.052e5,0,37.334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.222,13.217,981.076,339.308,0.5,0.157
70.004,264.778,-9.558,-0.012,9.558,0.087,-165.661,0.031,165.661,179.989,4.543,0.086,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.056e5,0,37.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.585,13.248,981.636,339.327,0.5,0.157
70.504,260.004,-9.541,0.033,9.548,0.753,-168.026,0.031,168.026,179.989,4.919,0.752,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.052e5,0,37.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.276,13.279,982.196,339.346,0.5,0.157
71.004,255.232,-9.545,-0.008,9.549,0.584,-170.559,0.031,170.559,179.99,5.21,0.583,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.055e5,0,37.388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.489,13.31,982.756,339.365,0.5,0.157
71.504,250.458,-9.551,-0.012,9.551,0.128,-173.148,0.031,173.148,179.99,5.147,0.128,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.059e5,0,37.308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.087,13.341,983.316,339.384,0.5,0.157
72.004,245.686,-9.539,0.024,9.543,0.632,-175.642,0.03,175.642,179.99,4.831,0.632,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.056e5,0,37.519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.533,13.372,983.875,339.402,0.5,0.157
72.406,241.849,-9.538,0.003,9.544,0.611,-177.635,0.03,177.635,179.99,5.077,0.611,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.059e5,0,37.434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.427,13.403,984.435,339.421,0.402,0.157
72.906,237.079,-9.545,-0.014,9.545,0.106,-180.186,0.03,180.186,179.99,5.129,0.106,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.062e5,0,37.298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.181,13.428,984.885,339.436,0.5,0.157
73.406,232.308,-9.539,0.011,9.541,0.353,-182.707,0.03,182.707,179.991,4.953,0.353,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.062e5,0,37.415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.787,13.459,985.445,339.455,0.5,0.157
73.906,227.538,-9.54,-0.002,9.54,0.058,-185.176,0.03,185.176,179.991,4.924,0.058,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.064e5,0,37.344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.897,13.49,986.004,339.474,0.5,0.157
74.406,222.768,-9.538,0.005,9.538,0.102,-187.625,0.03,187.625,179.991,4.873,0.102,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.065e5,0,37.371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.825,13.521,986.564,339.493,0.5,0.157
74.906,218,-9.536,0.004,9.536,0.051,-190.068,0.029,190.068,179.991,4.898,0.051,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.066e5,0,37.366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.924,13.552,987.123,339.511,0.5,0.157
